\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
2020-02-01,3,13927,555,1266,950,933,4851,892,71,2707,401,1508,14133,206
2020-02-01,4,13816,540,1255,943,937,4755,888,71,2698,396,1504,13987,171
2020-02-01,5,13835,544,1257,946,939,4739,889,72,2674,399,1511,13969,135
2020-02-01,6,14162,547,1259,985,965,4818,909,74,2717,414,1535,14221,59
2020-02-01,7,14548,542,1269,1017,1014,4994,953,79,2774,434,1587,14661,113
2020-02-01,8,15137,548,1303,1080,1084,5218,1026,79,2894,462,1670,15365,228
2020-02-01,9,15812,567,1359,1116,1118,5484,1091,79,3015,491,1731,16051,239
2020-02-01,10,16276,595,1372,1145,1112,5699,1133,74,3110,518,1708,16465,189
2020-02-01,11,16452,608,1361,1123,1067,5906,1142,77,3139,527,1721,16670,217
2020-02-01,12,16357,577,1355,1114,944,6065,1132,78,3096,531,1754,16647,291
2020-02-01,13,16289,587,1387,1107,915,6083,1121,76,3079,530,1761,16646,357
2020-02-01,14,16302,554,1362,1111,926,6019,1091,70,3086,521,1721,16461,159
2020-02-01,15,16059,537,1363,1101,959,5966,1067,71,3070,511,1678,16321,262
2020-02-01,16,16150,536,1357,1113,999,5944,1085,72,3093,520,1727,16444,294
2020-02-01,17,16742,556,1375,1155,1103,6024,1157,74,3179,533,1775,16931,189
2020-02-01,18,17522,557,1401,1250,1201,6276,1244,77,3342,555,1747,17649,127
2020-02-01,19,17687,568,1405,1248,1199,6391,1253,77,3334,550,1717,17742,55
2020-02-01,20,17070,562,1383,1205,1171,6250,1202,75,3242,534,1649,17273,203
2020-02-01,21,16634,557,1387,1161,1133,6092,1154,74,3155,514,1615,16842,207
2020-02-01,22,16069,561,1350,1123,1075,5866,1098,68,3049,487,1553,16230,161
2020-02-01,23,15353,577,1352,1043,1016,5613,1028,67,2940,467,1487,15588,235
2020-02-01,24,14925,587,1338,998,951,5308,954,64,2788,437,1437,14862,-63
2020-02-02,1,14209,585,1319,957,911,5036,902,66,2703,420,1396,14295,86
2020-02-02,2,13732,574,1299,918,902,4835,868,63,2581,406,1366,13812,79
2020-02-02,3,13464,575,1299,916,894,4677,837,63,2525,399,1337,13521,57
2020-02-02,4,13259,565,1265,918,885,4590,830,62,2496,396,1338,13346,87
2020-02-02,5,13239,564,1287,891,882,4560,832,64,2539,396,1335,13350,111
2020-02-02,6,13409,561,1258,916,911,4613,842,65,2593,409,1325,13492,83
2020-02-02,7,13590,561,1264,930,941,4738,880,70,2650,419,1360,13814,223
2020-02-02,8,14127,580,1280,977,983,4907,937,74,2770,436,1416,14361,234
2020-02-02,9,14840,594,1320,1035,1035,5138,1001,77,2899,458,1461,15017,177
2020-02-02,10,15409,582,1328,1071,1047,5453,1060,75,3049,480,1495,15639,230
2020-02-02,11,15947,581,1347,1091,1032,5742,1085,77,3140,492,1491,16077,131
2020-02-02,12,16182,601,1331,1091,985,5909,1080,79,3178,513,1451,16218,37
2020-02-02,13,16265,600,1336,1092,943,5978,1054,82,3159,522,1418,16184,-81
2020-02-02,14,16157,599,1341,1098,923,5954,1059,84,3184,528,1417,16186,29
2020-02-02,15,16194,602,1332,1094,947,5932,1048,84,3179,532,1430,16179,-15
2020-02-02,16,16400,598,1341,1100,992,5954,1073,82,3202,533,1501,16377,-23
2020-02-02,17,16767,599,1371,1151,1082,6066,1142,83,3283,544,1605,16926,159
2020-02-02,18,17463,609,1399,1246,1185,6299,1221,80,3425,553,1636,17655,192
2020-02-02,19,17696,617,1398,1232,1169,6363,1213,81,3377,543,1627,17619,-77
2020-02-02,20,16990,613,1386,1181,1130,6195,1161,79,3304,523,1572,17143,153
2020-02-02,21,16442,609,1384,1135,1086,6010,1107,74,3204,496,1503,16608,165
2020-02-02,22,15865,601,1352,1077,1038,5791,1045,69,3079,475,1478,16005,139
2020-02-02,23,15048,576,1330,1005,977,5492,963,59,2935,452,1444,15233,185
2020-02-02,24,14245,553,1319,937,916,5137,882,53,2797,425,1405,14425,179
2020-02-03,1,13607,533,1306,877,874,4887,829,50,2661,412,1387,13815,208
2020-02-03,2,13249,523,1285,851,846,4727,802,51,2545,399,1392,13422,173
2020-02-03,3,13174,515,1307,841,833,4638,801,53,2501,393,1416,13297,123
2020-02-03,4,13173,511,1278,846,830,4596,807,56,2555,399,1430,13308,135
2020-02-03,5,13325,522,1268,861,835,4664,823,59,2597,403,1448,13479,154
2020-02-03,6,13934,519,1239,915,877,4894,876,63,2724,424,1524,14055,121
2020-02-03,7,15304,540,1284,1034,963,5427,966,69,3015,456,1673,15427,123
2020-02-03,8,16651,559,1318,1107,1034,5921,1069,73,3336,499,1823,16739,88
2020-02-03,9,16849,579,1347,1099,1008,6066,1079,78,3385,515,1814,16970,121
2020-02-03,10,16643,581,1328,1085,972,6150,1047,80,3286,509,1764,16803,160
2020-02-03,11,16635,573,1320,1099,928,6192,995,77,3261,492,1709,16646,11
2020-02-03,12,16414,564,1306,1082,882,6246,936,68,3286,488,1662,16521,106
2020-02-03,13,16085,545,1292,1058,831,6184,884,69,3157,484,1643,16148,63
2020-02-03,14,15846,535,1273,1063,796,6151,827,76,3223,496,1555,15994,148
2020-02-03,15,15889,528,1318,1047,763,6156,801,115,3203,486,1586,16003,114
2020-02-03,16,16213,539,1322,1061,789,6179,868,137,3267,501,1617,16282,68
2020-02-03,17,16849,551,1370,1127,986,6253,1012,131,3357,523,1720,17030,180
2020-02-03,18,17741,571,1396,1213,1132,6514,1158,137,3544,539,1752,17955,214
2020-02-03,19,18137,600,1390,1212,1146,6660,1203,137,3630,546,1761,18284,147
2020-02-03,20,17922,647,1379,1187,1138,6595,1196,134,3594,541,1734,18145,224
2020-02-03,21,17606,650,1377,1158,1111,6448,1174,132,3484,524,1707,17765,160
2020-02-03,22,16878,646,1346,1108,1057,6183,1113,129,3357,500,1648,17087,209
2020-02-03,23,15877,633,1312,1022,979,5765,1026,127,3169,461,1581,16075,198
2020-02-03,24,14796,618,1273,942,903,5337,945,124,2967,437,1530,15077,280
2020-02-04,1,14274,610,1240,896,861,5026,892,120,2843,417,1513,14418,143
2020-02-04,2,13907,602,1236,876,841,4827,858,118,2781,406,1484,14028,121
2020-02-04,3,13654,598,1235,858,833,4715,840,119,2739,395,1471,13804,150
2020-02-04,4,13542,594,1236,877,821,4669,836,121,2723,399,1466,13742,200
2020-02-04,5,13720,562,1241,882,826,4685,853,120,2755,402,1479,13805,84
2020-02-04,6,14133,517,1248,936,877,4888,900,125,2867,419,1498,14275,142
2020-02-04,7,15290,531,1299,1063,964,5388,993,128,3119,449,1595,15529,239
2020-02-04,8,16510,551,1344,1144,1044,5964,1091,132,3393,499,1723,16885,375
2020-02-04,9,17072,576,1351,1140,1048,6194,1096,130,3436,518,1745,17235,163
2020-02-04,10,17174,582,1324,1125,1012,6322,1060,131,3496,525,1776,17354,180
2020-02-04,11,17187,565,1327,1092,964,6363,1023,129,3499,535,1785,17283,96
2020-02-04,12,17052,541,1305,1055,907,6426,975,127,3488,537,1806,17168,116
2020-02-04,13,16878,526,1289,1074,797,6449,943,120,3484,529,1803,17015,137
2020-02-04,14,16617,517,1285,1074,708,6468,925,118,3478,537,1799,16908,292
2020-02-04,15,16649,513,1294,1048,722,6438,952,116,3442,532,1804,16860,212
2020-02-04,16,17023,526,1316,1098,904,6447,1010,121,3445,533,1803,17203,180
2020-02-04,17,17504,552,1363,1156,1031,6526,1106,124,3511,550,1830,17749,246
2020-02-04,18,18154,571,1403,1247,1143,6716,1205,128,3643,559,1804,18418,263
2020-02-04,19,18373,607,1429,1235,1146,6790,1240,122,3645,554,1783,18551,178
2020-02-04,20,18188,667,1431,1220,1138,6680,1229,118,3626,539,1766,18414,226
2020-02-04,21,17851,698,1436,1177,1103,6526,1203,118,3559,528,1754,18102,251
2020-02-04,22,17253,706,1402,1128,1044,6262,1151,116,3410,505,1685,17408,155
2020-02-04,23,16247,684,1374,1041,964,5898,1068,116,3254,470,1595,16463,216
2020-02-04,24,15307,669,1330,959,900,5498,992,116,3121,435,1501,15521,214
2020-02-05,1,14740,653,1308,920,859,5200,949,114,3021,420,1444,14887,147
2020-02-05,2,14317,652,1279,890,844,5061,919,117,2914,407,1418,14500,184
2020-02-05,3,14155,659,1287,873,848,4953,906,116,2873,405,1411,14330,175
2020-02-05,4,14082,655,1281,903,856,4921,906,120,2835,407,1412,14296,214
2020-02-05,5,14338,657,1324,910,865,5002,936,128,2908,412,1451,14593,255
2020-02-05,6,14999,657,1313,979,920,5237,995,130,3048,435,1531,15242,243
2020-02-05,7,16454,665,1363,1117,1038,5763,1111,138,3343,473,1663,16673,219
2020-02-05,8,18047,643,1418,1176,1098,6345,1211,142,3604,523,1839,18000,-47
2020-02-05,9,17900,647,1443,1163,925,6456,1156,142,3571,538,1870,17912,12
2020-02-05,10,17052,632,1429,1093,715,6468,1023,140,3487,534,1812,17333,281
2020-02-05,11,16627,602,1412,1095,601,6460,952,136,3407,542,1772,16979,352
2020-02-05,12,16509,574,1388,1074,562,6439,905,137,3350,543,1743,16714,205
2020-02-05,13,16326,569,1345,1080,570,6440,905,135,3346,530,1720,16641,315
2020-02-05,14,16309,559,1310,1063,605,6441,869,134,3306,515,1692,16496,187
2020-02-05,15,16270,553,1323,1055,610,6397,882,134,3316,509,1753,16532,262
2020-02-05,16,16761,545,1341,1077,762,6441,991,136,3414,522,1840,17069,308
2020-02-05,17,17734,550,1405,1168,1055,6592,1125,141,3537,550,1873,17996,262
2020-02-05,18,18626,588,1431,1290,1233,6830,1277,148,3693,572,1834,18896,270
2020-02-05,19,19198,627,1456,1284,1260,6952,1329,148,3757,575,1832,19220,21
2020-02-05,20,18945,644,1460,1276,1243,6858,1324,145,3714,564,1807,19035,90
2020-02-05,21,18509,633,1481,1247,1219,6710,1294,100,3622,547,1808,18659,151
2020-02-05,22,17712,628,1399,1187,1165,6419,1228,91,3485,525,1750,17877,165
2020-02-05,23,16647,604,1336,1097,1079,6044,1128,87,3279,486,1645,16785,138
2020-02-05,24,15586,575,1297,1028,997,5612,1034,85,3127,455,1562,15771,186
2020-02-06,1,14922,561,1288,972,955,5320,977,82,3026,428,1511,15121,198
2020-02-06,2,14536,556,1263,938,946,5116,947,77,2904,412,1459,14619,83
2020-02-06,3,14298,551,1272,917,949,5016,929,77,2840,408,1463,14421,123
2020-02-06,4,14252,554,1264,939,952,4992,923,75,2830,411,1477,14418,166
2020-02-06,5,14529,558,1281,941,970,5018,944,77,2849,415,1502,14554,25
2020-02-06,6,15019,556,1273,1013,1023,5233,994,80,2955,441,1560,15128,109
2020-02-06,7,16176,564,1316,1142,1099,5732,1085,89,3136,476,1679,16317,141
2020-02-06,8,17629,587,1426,1208,1162,6243,1181,92,3431,519,1817,17665,36
2020-02-06,9,17990,598,1447,1220,1185,6439,1202,90,3452,536,1864,18034,45
2020-02-06,10,18047,601,1448,1239,1177,6570,1200,90,3487,549,1869,18230,183
2020-02-06,11,18195,586,1424,1205,1158,6681,1199,90,3573,554,1877,18345,149
2020-02-06,12,18307,578,1377,1210,1168,6776,1202,86,3603,562,1894,18454,147
2020-02-06,13,18296,572,1374,1215,1165,6773,1194,84,3622,562,1869,18430,134
2020-02-06,14,18257,579,1359,1206,1153,6746,1181,82,3642,562,1856,18367,111
2020-02-06,15,18189,583,1361,1201,1145,6685,1179,79,3610,558,1855,18255,66
2020-02-06,16,18172,587,1339,1234,1172,6668,1182,80,3577,557,1877,18273,101
2020-02-06,17,18552,593,1407,1263,1223,6727,1222,88,3645,565,1906,18639,87
2020-02-06,18,19051,596,1417,1314,1275,6885,1299,90,3761,575,1887,19098,47
2020-02-06,19,19211,617,1447,1296,1272,6941,1322,89,3825,572,1876,19257,46
2020-02-06,20,18971,632,1446,1280,1268,6845,1317,89,3752,586,1850,19067,96
2020-02-06,21,18587,639,1444,1221,1273,6738,1290,83,3686,562,1834,18772,185
2020-02-06,22,17801,633,1403,1148,1197,6518,1220,79,3508,559,1775,18040,239
2020-02-06,23,16830,630,1315,1073,1119,6179,1128,75,3306,521,1702,17049,219
2020-02-06,24,15929,606,1268,1012,1035,5760,1038,75,3071,494,1616,15973,45
2020-02-07,1,15095,595,1251,960,982,5420,980,71,2946,460,1596,15260,166
2020-02-07,2,14610,588,1248,930,954,5196,955,70,2857,437,1585,14820,210
2020-02-07,3,14473,585,1247,916,946,5061,934,69,2809,430,1571,14568,95
2020-02-07,4,14349,585,1244,927,965,5014,926,70,2790,434,1554,14508,158
2020-02-07,5,14474,589,1263,924,970,5052,943,71,2829,439,1534,14613,140
2020-02-07,6,15075,581,1283,983,997,5247,980,69,2930,463,1565,15097,22
2020-02-07,7,16277,610,1329,1101,1072,5700,1076,73,3165,513,1671,16310,33
2020-02-07,8,17465,632,1371,1169,1135,6213,1173,78,3477,539,1782,17569,104
2020-02-07,9,17902,653,1399,1191,1163,6428,1203,78,3541,550,1839,18046,144
2020-02-07,10,18100,607,1377,1213,1167,6606,1221,80,3602,558,1836,18268,167
2020-02-07,11,18177,560,1380,1204,1163,6739,1216,80,3616,567,1816,18341,165
2020-02-07,12,18142,557,1363,1231,1169,6816,1193,80,3560,574,1762,18306,164
2020-02-07,13,18050,547,1393,1242,1162,6809,1172,79,3515,569,1689,18177,126
2020-02-07,14,17910,567,1382,1229,1136,6753,1145,81,3508,561,1645,18008,98
2020-02-07,15,17764,561,1393,1234,1125,6697,1129,80,3434,563,1601,17818,54
2020-02-07,16,17627,553,1380,1236,1136,6637,1124,82,3390,563,1664,17765,139
2020-02-07,17,18024,559,1432,1255,1185,6644,1173,86,3463,560,1714,18072,48
2020-02-07,18,18658,586,1494,1311,1248,6828,1279,88,3565,570,1775,18745,87
2020-02-07,19,19435,616,1504,1320,1271,6969,1342,82,3708,581,1832,19223,-212
2020-02-07,20,19061,665,1516,1282,1270,6880,1344,79,3677,574,1817,19104,43
2020-02-07,21,18715,677,1518,1276,1253,6738,1328,79,3638,559,1792,18857,142
2020-02-07,22,18193,674,1478,1215,1214,6513,1286,76,3531,538,1736,18259,66
2020-02-07,23,17262,664,1468,1163,1154,6153,1203,77,3365,500,1641,17387,125
2020-02-07,24,16236,654,1453,1093,1096,5781,1123,81,3109,462,1562,16416,180
2020-02-08,1,15673,642,1448,1039,1060,5460,1068,79,2982,443,1528,15747,75
2020-02-08,2,15270,638,1425,1019,1049,5248,1042,81,2877,432,1506,15317,47
2020-02-08,3,15022,630,1420,1016,1042,5132,1034,83,2819,427,1503,15108,86
2020-02-08,4,14890,636,1351,995,1036,5067,1040,84,2825,423,1500,14956,66
2020-02-08,5,14918,637,1329,1011,1055,5090,1058,85,2845,425,1504,15040,122
2020-02-08,6,15201,631,1323,1038,1088,5174,1088,87,2873,442,1530,15274,73
2020-02-08,7,15720,629,1355,1092,1142,5370,1159,91,3029,462,1587,15916,196
2020-02-08,8,16422,643,1448,1139,1197,5621,1240,95,3145,490,1678,16696,274
2020-02-08,9,17245,657,1477,1186,1227,5870,1291,97,3296,517,1731,17349,104
2020-02-08,10,17669,669,1473,1206,1221,6145,1293,99,3375,542,1769,17792,123
2020-02-08,11,17963,678,1449,1229,1197,6275,1271,96,3415,550,1760,17919,-44
2020-02-08,12,17874,680,1433,1239,1131,6312,1232,96,3415,556,1694,17788,-86
2020-02-08,13,17500,675,1394,1227,1065,6280,1190,94,3396,553,1647,17520,20
2020-02-08,14,17246,665,1373,1217,1013,6199,1142,93,3320,547,1674,17243,-2
2020-02-08,15,16925,654,1368,1197,1009,6099,1111,103,3264,540,1681,17026,100
2020-02-08,16,16910,645,1376,1194,1040,6059,1125,105,3270,529,1717,17061,151
2020-02-08,17,17393,644,1432,1241,1151,6148,1204,107,3354,544,1765,17591,198
2020-02-08,18,18369,642,1492,1344,1293,6363,1332,110,3511,562,1777,18425,56
2020-02-08,19,18890,660,1525,1370,1332,6578,1392,110,3601,575,1778,18921,31
2020-02-08,20,18364,646,1507,1328,1305,6490,1369,99,3507,558,1728,18536,172
2020-02-08,21,17774,626,1498,1277,1274,6352,1323,93,3417,541,1690,18091,317
2020-02-08,22,17272,623,1479,1243,1237,6147,1267,94,3297,524,1639,17550,278
2020-02-08,23,16784,623,1463,1187,1190,5907,1208,91,3188,499,1571,16927,143
2020-02-08,24,16010,613,1421,1136,1145,5593,1142,81,3047,470,1517,16165,155
2020-02-09,1,15490,607,1397,1081,1116,5342,1103,76,2918,451,1523,15613,123
2020-02-09,2,15035,573,1363,1068,1098,5154,1072,76,2829,432,1510,15174,140
2020-02-09,3,14756,543,1364,1055,1097,5011,1054,75,2809,424,1501,14934,178
2020-02-09,4,14665,521,1359,1054,1103,4918,1052,74,2772,420,1503,14776,111
2020-02-09,5,14746,539,1381,1059,1122,4893,1055,74,2766,424,1491,14803,57
2020-02-09,6,14889,546,1377,1090,1146,4904,1060,74,2790,433,1496,14916,27
2020-02-09,7,15188,552,1402,1107,1198,5013,1089,77,2906,446,1521,15309,120
2020-02-09,8,15704,563,1419,1143,1250,5203,1137,84,3026,469,1553,15846,142
2020-02-09,9,16330,576,1440,1184,1282,5435,1188,87,3117,491,1588,16386,56
2020-02-09,10,16641,586,1458,1198,1227,5671,1191,83,3181,502,1577,16675,33
2020-02-09,11,16671,591,1466,1205,1172,5841,1175,83,3205,507,1515,16762,92
2020-02-09,12,16784,582,1443,1201,1178,6009,1164,83,3276,518,1453,16908,124
2020-02-09,13,16734,566,1431,1185,1165,6082,1141,80,3251,509,1506,16917,183
2020-02-09,14,16564,591,1406,1174,1133,6033,1114,78,3186,501,1575,16792,228
2020-02-09,15,16621,576,1398,1177,1156,6019,1126,81,3197,495,1645,16870,250
2020-02-09,16,16853,579,1423,1193,1188,6042,1162,79,3223,508,1670,17068,215
2020-02-09,17,17487,592,1461,1234,1259,6173,1231,80,3344,524,1716,17613,126
2020-02-09,18,17928,612,1474,1323,1319,6409,1299,79,3450,542,1673,18180,252
2020-02-09,19,18122,634,1484,1338,1304,6510,1303,77,3475,540,1626,18291,169
2020-02-09,20,17764,642,1464,1293,1255,6453,1267,79,3440,527,1601,18021,258
2020-02-09,21,17483,641,1450,1238,1207,6343,1213,79,3370,513,1587,17640,157
2020-02-09,22,16849,630,1422,1173,1137,6056,1148,80,3226,491,1541,16905,56
2020-02-09,23,16047,618,1386,1094,1077,5793,1060,76,3084,464,1487,16139,92
2020-02-09,24,15180,603,1344,1027,1037,5461,974,70,2932,434,1453,15335,156
2020-02-10,1,14718,587,1324,967,1009,5189,916,64,2820,417,1467,14760,42
2020-02-10,2,14309,583,1290,934,987,4972,894,65,2733,409,1452,14319,10
2020-02-10,3,14124,580,1289,924,977,4863,891,67,2677,446,1466,14179,55
2020-02-10,4,14110,563,1273,921,967,4793,889,67,2716,456,1469,14114,3
2020-02-10,5,14221,550,1312,928,965,4856,895,69,2770,457,1486,14287,66
2020-02-10,6,14626,548,1278,978,985,5060,942,75,2819,418,1554,14657,31
2020-02-10,7,15949,575,1308,1088,1052,5550,1030,78,3172,457,1680,15989,40
2020-02-10,8,17341,602,1371,1172,1119,6129,1130,87,3447,511,1830,17398,56
2020-02-10,9,17728,609,1370,1178,1125,6292,1146,89,3535,524,1872,17739,11
2020-02-10,10,17745,592,1351,1178,1109,6364,1135,88,3504,564,1828,17714,-32
2020-02-10,11,17451,573,1344,1164,1058,6400,1122,87,3448,572,1808,17573,122
2020-02-10,12,17239,563,1354,1180,986,6402,1113,75,3401,561,1744,17379,140
2020-02-10,13,16978,571,1339,1134,906,6392,1106,76,3382,541,1726,17174,196
2020-02-10,14,16910,562,1321,1099,868,6427,1084,85,3358,535,1719,17060,150
2020-02-10,15,16929,567,1305,1054,846,6370,1076,88,3399,531,1725,16960,31
2020-02-10,16,16897,559,1281,1088,882,6385,1088,90,3405,554,1751,17083,186
2020-02-10,17,17507,562,1366,1167,1025,6496,1143,94,3454,572,1824,17704,198
2020-02-10,18,18301,571,1423,1263,1169,6687,1229,97,3551,578,1872,18441,140
2020-02-10,19,18731,593,1443,1270,1184,6860,1277,96,3634,594,1880,18830,99
2020-02-10,20,18459,600,1440,1255,1179,6766,1269,94,3593,606,1861,18661,202
2020-02-10,21,18037,585,1433,1219,1137,6600,1238,91,3512,589,1831,18234,197
2020-02-10,22,17307,597,1391,1157,1079,6302,1165,88,3366,581,1761,17486,179
2020-02-10,23,16331,584,1370,1083,1002,5931,1076,84,3176,540,1678,16523,192
2020-02-10,24,15258,570,1313,1002,931,5491,983,80,2986,505,1601,15464,206
2020-02-11,1,14602,552,1288,946,891,5184,932,78,2834,474,1577,14756,154
2020-02-11,2,14174,545,1265,905,861,4970,900,77,2775,466,1550,14314,141
2020-02-11,3,13917,543,1293,894,855,4862,882,73,2710,447,1536,14095,178
2020-02-11,4,13758,540,1290,880,847,4812,870,74,2667,442,1539,13960,203
2020-02-11,5,13892,540,1294,896,857,4821,887,74,2725,443,1556,14094,202
2020-02-11,6,14393,529,1251,951,906,5054,937,78,2823,486,1610,14624,231
2020-02-11,7,15654,544,1297,1090,994,5579,1037,87,3072,510,1726,15937,283
2020-02-11,8,17087,580,1363,1173,1069,6047,1129,91,3337,574,1868,17229,142
2020-02-11,9,17417,603,1398,1194,1061,6233,1146,87,3421,563,1878,17585,168
2020-02-11,10,17470,597,1390,1195,1008,6351,1127,86,3396,573,1843,17565,95
2020-02-11,11,17210,575,1389,1169,955,6382,1073,77,3336,564,1730,17248,38
2020-02-11,12,16630,556,1355,1161,913,6395,985,76,3277,553,1565,16834,204
2020-02-11,13,16230,543,1344,1138,862,6366,927,78,3169,522,1515,16464,234
